rank,category,priority_score,date,type,title,chapter,selection_decision,production_issues,coverage_signals,next_action,catalog_url,pdf_url,source_note
340,Promote Leads,65,1995-01-01,Scout Lead,"DC0199 DC Meeting on Bosnia-Hercegovina and Croatia, May 9, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051346,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-008-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0199 DC Meeting on Bosnia-Hercegovina and Croatia, May 9, 1995, NAID 41051346."
341,Promote Leads,65,1995-01-01,Scout Lead,"DC0202 DC Meeting on Bosnia-Hercegovina, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051347,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-009-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0202 DC Meeting on Bosnia-Hercegovina, 1995, NAID 41051347."
342,Promote Leads,65,1995-01-01,Scout Lead,"DC0203 DC Meeting on Bosnia-Hercegovina, June 19, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051348,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-010-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0203 DC Meeting on Bosnia-Hercegovina, June 19, 1995, NAID 41051348."
343,Promote Leads,65,1995-01-01,Scout Lead,"DC0206 DC Meeting on Bosnia-Hercegovina, July 11-12, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051349,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-011-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0206 DC Meeting on Bosnia-Hercegovina, July 11-12, 1995, NAID 41051349."
344,Promote Leads,65,1995-01-01,Scout Lead,"DC0207 DC Meeting on Bosnia-Hercegovina, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051350,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-012-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0207 DC Meeting on Bosnia-Hercegovina, 1995, NAID 41051350."
345,Promote Leads,65,1995-01-01,Scout Lead,"DC0208 DC Meeting on Bosnia-Hercegovina, July 24, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051351,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-013-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0208 DC Meeting on Bosnia-Hercegovina, July 24, 1995, NAID 41051351."
346,Promote Leads,65,1995-01-01,Scout Lead,"DC0209 DC Meeting on Bosnia-Hercegovina, July 25, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051352,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-014-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0209 DC Meeting on Bosnia-Hercegovina, July 25, 1995, NAID 41051352."
347,Promote Leads,65,1995-01-01,Scout Lead,"DC0212 DC Meeting on Bosnia-Hercegovina, August 11, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051353,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-015-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0212 DC Meeting on Bosnia-Hercegovina, August 11, 1995, NAID 41051353."
348,Promote Leads,65,1995-01-01,Scout Lead,"DC0214 DC Meeting on Bosnia-Hercegovina, August 14, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051354,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-016-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0214 DC Meeting on Bosnia-Hercegovina, August 14, 1995, NAID 41051354."
349,Promote Leads,65,1995-01-01,Scout Lead,"DC0216 DC Meeting on Bosnia-Hercegovina, August 18, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051355,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-017-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0216 DC Meeting on Bosnia-Hercegovina, August 18, 1995, NAID 41051355."
350,Promote Leads,65,1995-01-01,Scout Lead,"DC0217 DC Meeting on Bosnia-Hercegovina, August 23, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051356,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-018-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0217 DC Meeting on Bosnia-Hercegovina, August 23, 1995, NAID 41051356."
351,Promote Leads,65,1995-01-01,Scout Lead,"DC0218 DC Meeting on Bosnia-Hercegovina, August 28, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051357,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-019-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0218 DC Meeting on Bosnia-Hercegovina, August 28, 1995, NAID 41051357."
352,Promote Leads,65,1995-01-01,Scout Lead,"DC0221 DC Meeting on Bosnia-Hercegovina, September 8, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051358,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-020-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0221 DC Meeting on Bosnia-Hercegovina, September 8, 1995, NAID 41051358."
353,Promote Leads,65,1995-01-01,Scout Lead,"DC0224 DC Meeting on Bosnia-Hercegovina, September 15, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051359,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-021-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0224 DC Meeting on Bosnia-Hercegovina, September 15, 1995, NAID 41051359."
354,Promote Leads,65,1995-01-01,Scout Lead,"DC0226 DC Meeting on Bosnia-Hercegovina, September 29, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051360,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-022-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0226 DC Meeting on Bosnia-Hercegovina, September 29, 1995, NAID 41051360."
355,Promote Leads,65,1995-01-01,Scout Lead,"DC0229 DC Meeting on Bosnia-Hercegovina, October 6, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051361,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-023-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0229 DC Meeting on Bosnia-Hercegovina, October 6, 1995, NAID 41051361."
356,Promote Leads,65,1995-01-01,Scout Lead,"DC0232 DC Meeting on Bosnia-Hercegovina, October 16, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051362,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-024-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0232 DC Meeting on Bosnia-Hercegovina, October 16, 1995, NAID 41051362."
357,Promote Leads,65,1995-01-01,Scout Lead,"DC0235 DC Meeting on Bosnia-Hercegovina, October 18, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051363,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-025-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0235 DC Meeting on Bosnia-Hercegovina, October 18, 1995, NAID 41051363."
358,Promote Leads,65,1995-01-01,Scout Lead,"DC0236 DC Meeting on Bosnia-Hercegovina, October 20, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051364,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-026-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0236 DC Meeting on Bosnia-Hercegovina, October 20, 1995, NAID 41051364."
359,Promote Leads,65,1995-01-01,Scout Lead,"DC0237 DC Meeting on Bosnia-Hercegovina, October 24, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051365,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-027-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0237 DC Meeting on Bosnia-Hercegovina, October 24, 1995, NAID 41051365."
360,Promote Leads,65,1995-01-01,Scout Lead,"DC0239 DC Meeting on Bosnia-Hercegovina, November 1, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051366,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-028-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0239 DC Meeting on Bosnia-Hercegovina, November 1, 1995, NAID 41051366."
361,Promote Leads,65,1995-01-01,Scout Lead,"DC0241 DC Meeting on Bosnia-Hercegovina, November 13, 1995",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051367,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-029-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, DC0241 DC Meeting on Bosnia-Hercegovina, November 13, 1995, NAID 41051367."
362,Promote Leads,65,1995-01-01,Scout Lead,"PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, April 1995 [1]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051297,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585472/42-t-7585472-20120798F-002-007-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Sue Bremner's Files, PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, April 1995 [1], NAID 41051297."
363,Promote Leads,65,1995-01-01,Scout Lead,"PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, April 1995 [2]",Crisis Security Files,Pending,selection,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/41051298,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585472/42-t-7585472-20120798F-002-008-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Sue Bremner's Files, PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, April 1995 [2], NAID 41051298."
