date,washington_time,type,title,participants,countries,chapter,selection_decision,declassification,source_id,markings,source_pages,catalog_url,pdf_url,source_note,next_action
1997-06-20,,Memcon,"Meeting with President Boris Yeltsin of Russia, June 20, 1997, Denver, Colorado",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 165-172",Secret; Secret,165-172,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1997-07-03,,Context,Presidential Daily Diary reference: pre-Madrid conference call with Helmut Kohl,Bill Clinton; Helmut Kohl,United States; Germany; Spain,NATO Strategy and Enlargement,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870887; page 8",Unclassified diary record,page 8,https://catalog.archives.gov/id/147870887,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-007-017-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [07/01/1997-07/31/1997], NAID 147870887, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1997-07-07,,Memcon,Memorandum of Conversation with NATO Secretary General Solana,Bill Clinton,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118890,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118890,https://clinton.presidentiallibraries.us/files/original/4ccaa957fa70635fc079c9b10006dd17.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0549-M, Item 118890. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1997-07-09,,Memcon,Memorandum of Conversation - President Leonid Kuchma of Ukraine,Bill Clinton,United States; Russia; Ukraine,NATO-Russia and Partnership,Include candidate,Pending review,William J. Clinton Presidential Library; 101470,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101470,https://clinton.presidentiallibraries.us/files/original/304ee46e4f0986bbcf617eb4aed17ad1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Item 101470. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1997-10-21,,Telcon,Museum of Telephone Conversation - Chancellor Helmut Kohl of Germany,Bill Clinton; Helmut Kohl,United States; Germany,European Security Architecture,Include candidate,Pending review,William J. Clinton Presidential Library; 101477,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101477,https://clinton.presidentiallibraries.us/files/original/3f30316ef54f66b11ea44aab7a663b3e.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0776-M, Item 101477. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1997-10-30,,Telcon,"Telephone call with President Boris Yeltsin of Russia, October 30, 1997, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 183-188",Confidential; Confidential,183-188,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1997-11-16,,Telcon,"Telephone call with President Boris Yeltsin of Russia, November 16, 1997, Malibu, California",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 206-208",Confidential; Confidential,206-208,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1997-11-22,,Telcon,"Telephone call with President Boris Yeltsin of Russia, November 22, 1997, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 218-223",Confidential; Confidential,218-223,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-01-16,,Memcon,"Memorandum of Conversation - President Guntis Ulmanis of Latvia, President Lennart Meri of Estonia, and President Algirdas Brazauskas of Lithuania",Bill Clinton,United States,NATO Strategy and Enlargement,Include candidate,Pending review,William J. Clinton Presidential Library; 118565,Secret; Secret,,https://clinton.presidentiallibraries.us/items/show/118565,https://clinton.presidentiallibraries.us/files/original/c9e50ea35d7e380c704747bc312cf21a.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2014-0656-M, Item 118565. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1998-02-02,,Telcon,"Telephone call with President Boris Yeltsin of Russia, February 2, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 236-239",Confidential; Confidential,236-239,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-02-23,,Telcon,"Telephone call with President Boris Yeltsin of Russia, February 23, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 253-256",Confidential; Confidential,253-256,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1998-03-25,,Context,Presidential Daily Diary reference: NATO enlargement ratification briefing and remarks,Bill Clinton; Madeleine Albright; Henry Shelton; Samuel Berger,United States; Poland; Czech Republic; Hungary,NATO Strategy and Enlargement,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870909; pages 52-53",Unclassified diary record,pages 52-53,https://catalog.archives.gov/id/147870909,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-008-011-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [03/15/1998-03/31/1998], NAID 147870909, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1998-04-06,,Telcon,"Telephone call with President Boris Yeltsin of Russia, April 6, 1998, White House",Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 274-278",Secret; Secret,274-278,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1998-04-30,,Context,Presidential Daily Diary reference: bipartisan support meeting for NATO enlargement,Bill Clinton; Al Gore; Trent Lott; Thomas Daschle; Samuel Berger,United States; Poland; Czech Republic; Hungary,NATO Strategy and Enlargement,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870913; page 81",Unclassified diary record,page 81,https://catalog.archives.gov/id/147870913,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-009-002-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [04/15/1998-04/30/1998], NAID 147870913, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1998-05-02,,Telcon,Memorandum of Telephone conversation with NATO Secretary General Solana,Bill Clinton,United States,European Security Architecture,Include candidate,Pending review,William J. Clinton Presidential Library; 118889,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118889,https://clinton.presidentiallibraries.us/files/original/11d052c456f355d767263bf051e4efe7.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0548-M, Item 118889. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
